"","ADXEC.20619.C1_at","ADXECEMUTR.3882_at","ADXEC.7440.C1_s_at","ADXEC.4761.C1_at","ADXEC.3959.C2_s_at","ADXECRS.35702_at","ADXEC.9374.C1_at","ADXEC.19910.C1_at","ADXEC.7373.C1_at","ADXEC.111.CB26_s_at","ADXEC.33090.C1_x_at","ADXEC.10411.C1-a_s_at","ADXECADA.1318_s_at","ADXEC.14363.C1_at","ADXEC.18754.C1_s_at","ADXEC.3431.C1_at","ADXEC.111.C192_s_at","ADXEC.33090.C1_at","ADXEC.2767.C2_s_at","ADXEC.15009.C1_at","ADXECADA.8374_at","ADXEC.2767.C1_s_at","ADXEC.7460.C1_at","ADXEC.7186.C1_at","ADXEC.5981.C1_at","ADXEC.6231.C1_s_at","ADXEC.58.C1_at","ADXEC.2130.C1-a_s_at","ADXEC.181.C1_s_at","ADXEC.13026.C1_at","ADXEC.4174.C1_at","ADXEC.2368.C1_at","ADXEC.1294.C2_at","ADXEC.24770.C1_at","ADXECADA.7125_at","ADXEC.541.C5_x_at","ADXEC.2687.C1-a_s_at","ADXEC.13290.C1_s_at","ADXEC.8520.C1_at","ADXEC.11046.C1_at","ADXECEMUTR.4341_s_at","ADXEC.9408.C1_at","ADXEC.28601.C1_x_at","ADXEC.8486.C1_s_at","ADXEC.15603.C1_s_at","ADXECADA.8405_at","ADXEC.13953.C1_at","ADXEC.3196.C1_s_at","ADXEC.2368.C1_x_at","ADXEC.1526.C1_s_at","ADXEC.15325.C1_at","ADXEC.2631.C1_s_at","ADXEC.111.C13_s_at","ADXECNTDJ.5297_at","ADXEC.1352.C57-a_s_at","ADXEC.11107.C1-a_s_at","ADXEC.2891.C1_s_at","ADXEC.9749.C1_at","ADXEC.28601.C1_at","ADXEC.20685.C1_at","ADXEC.7462.C1_s_at","ADXECAD.8049_at","ADXEC.3238.C1_x_at","3766926_at","ADXEC.13846.C1_at","ADXEC.2717.C2_s_at","ADXEC.18780.C1_x_at","ADXEC.736.C2_at","ADXEC.23322.C1_at","ADXEC.8665.C1_at","ADXEC.2784.C1_s_at","ADXECEMUTR.6415_at","ADXEC.8216.C1_at","ADXEC.541.C2_x_at","ADXEC.26108.C1_s_at","ADXEC.5551.C1_at","ADXEC.27895.C1_at","ADXEC.2478.C2_x_at","ADXEC.30097.C1_x_at","ADXEC.26382.C1_at","ADXECNTDJ.6775_s_at","ADXEC.9344.C1_at","ADXECAD.8933_s_at","ADXEC.27599.C1_at","ADXEC.18780.C1_at","ADXECEMUTR.512_at","ADXEC.18279.C1_s_at","ADXEC.6857.C1_at","ADXECEMUTR.5280_s_at","ADXEC.26392.C1_at","ADXEC.2784.C1_at","ADXEC.11792.C2_s_at","ADXEC.3343.CB1_s_at","ADXECRS.36302_s_at","ADXEC.2121.C1_at","ADXECAD.28433_s_at","ADXECRS.6692_at","ADXECNTDJ.88_s_at","ADXECEMUTR.1413_s_at","2565148_at","ADXEC.22798.C1_at","ADXECAD.17552_s_at","ADXECADA.14824_s_at","ADXECAD.28226_s_at","ADXEC.32873.C1_x_at","ADXECADA.9593_at","ADXECAD.15315_at","ADXECRS.3787_s_at","ADXEC.16721.C1_at","ADXEC.5773.C2_s_at","ADXEC.16672.C1_at","ADXEC.21076.C1_at","ADXECRS.32665_s_at","ADXEC.16491.C1_at","ADXPCEC.8058.C1_at","ADXEC.7267.C1_s_at","ADXEC.18615.C1_at","ADXEC.1504.C4_x_at","ADXECAD.23630_s_at","ADXEC.11284.C2_at","ADXEC.3079.C2_s_at","ADXEC.11284.C2_x_at","ADXEC.3079.CB1_s_at","ADXEC.6920.C1_s_at","ADXECEMUTR.1066_s_at","responsenstage","response"
"SC01027A",5.23607097383303,7.10567970083788,6.96381762019431,5.4443558243192,3.77878169739947,5.02216684802213,10.4828467829673,4.96107633023829,6.34655284103841,4.00627278598851,5.78829280521629,4.79221424324654,3.57988708708093,5.64921491046143,6.16149911370447,3.54986713088053,5.33066213703488,5.87380652347023,4.88741270630028,4.47342048110431,4.3284212551424,6.66547102764926,4.7150167826105,7.06564261794376,3.86223021724058,7.90422270044796,3.80885188111745,2.91483122088039,3.66089773222459,5.25319241284616,5.77506870798653,7.54417911227919,4.08354014923616,6.15086926468139,4.57703262678559,4.29228937124433,8.65985108439541,2.43823546739295,7.45588958002218,5.65898632732305,3.71446007985646,5.33627778003073,4.59073081948942,5.65877011833026,5.30354056734382,5.02942316158775,5.37095620746723,4.88607569513225,7.52652021479341,8.78785419008226,4.43601043932566,2.97472894203312,6.71713578080162,7.36023015642193,6.20198032414536,7.23086036308481,4.8750200743379,5.04340900842041,4.51036011902353,3.97041028287482,2.55712854373571,4.96026810742783,5.22051278924484,7.5794748143993,8.85193977172402,4.64457948834394,5.77025842804318,5.88632224240511,4.76154614644742,4.93564381496135,8.62491123122206,2.68576638543973,4.8323999627428,5.16632051038073,1.7681708086573,8.07586545126279,5.28904846857237,5.6517255910346,6.35948325336378,4.23412394031122,4.10634774659665,2.68971445859852,4.79706505114506,5.66831702613621,5.81026893964939,8.58357031509581,5.62882199795111,2.64599972927957,5.0882478477255,3.62289344772887,9.03379857193609,5.20316822293104,6.69319887527995,3.14856156522947,3.30043120938742,10.4666023698461,2.70911482158873,6.97768785523854,5.58511405789752,3.47328126401723,5.93885670610893,5.68513026378883,4.90768830678211,6.26521596384805,5.15654214733591,2.67325194234616,5.96527507318895,7.01155146693636,7.27466143654962,6.47188327393136,5.80006234153259,5.47583785815905,5.38195023860781,4.11636693819039,6.7172485475099,4.09177097073949,9.79293936635656,10.566606809088,7.57649071889781,9.77885595814322,2.11320697423633,8.1963799368248,3.77256824101764,3.17973108310863,4.48131856859103,"Block3","nonresponder"
"SC01028A",6.31158357397172,7.18987125835401,7.67753799181614,6.85603344786603,4.24402934270945,7.70631451645393,11.4821703227918,5.72488326243388,6.37092115996947,5.40969701026367,5.04230628304316,4.86150955434174,3.46084945287551,5.72946167832633,6.67814632503325,4.54611620999351,5.88760760623063,5.12492151982739,6.32212464830621,5.48575818448386,4.88067316132299,8.01931649229152,6.135520037648,7.4794166781975,5.44924424228374,8.24124953467581,5.58133907486757,4.26367905251505,5.54965403988215,7.24498044921898,7.22796566044254,8.33604834447031,5.47073303647083,6.60486231919509,5.63895335780936,5.37739684697837,10.0131201650994,4.65226957155975,7.13597288820893,6.53824581110594,3.64808048781657,6.16649027046089,6.12496910629191,6.1872681280396,7.59300274142715,5.15172587340448,6.77480207988014,4.67372121838376,8.41567994908088,10.775450909178,6.45786936372489,4.41586431499023,7.49005890503251,5.65849501335428,7.88403459087577,8.46293899837445,6.62409174319373,5.24595970301315,5.82265791500048,3.67041189058317,5.57028313193057,5.81963210028252,5.73310066569492,6.90629926268283,9.87930128900781,6.98390030945255,6.7581621045726,6.06975154734425,6.05212996079916,6.89466590455322,6.64657331361676,5.33281327215851,5.85164297458156,6.19473626355609,5.74922688057174,9.99211295463207,6.80129327000512,7.58907315122283,7.10944284454022,4.181765267989,4.57169833855767,5.60859579739001,5.70259518085494,5.65055438050165,6.97363371052738,10.9485010959885,7.49037136037656,4.53792643092311,6.7503054716956,6.7424897991828,7.62427771667082,5.24005877134083,8.77440104413196,4.24136981524727,5.82639818769002,12.2689716060367,2.01603806588981,6.53750257683868,6.66779888994576,3.23408747926941,6.93586790937221,10.9262625070216,7.4039741237443,5.69894056165152,4.26774735918477,3.05802170757699,5.0850461660762,8.8352547205405,5.71063887021902,5.37150248926985,7.39365643426487,4.95605094915046,8.94785349537899,5.40667628675987,3.90752512174682,6.69753701351861,9.07758624081292,6.82988045495734,5.61669795409188,9.81879238086754,2.06693729819351,8.2326276569029,10.2816041401142,3.01451005477728,2.77843487283213,"Block1","nonresponder"
"SC01030A",5.71884204980546,7.17746675848934,7.53065651683709,6.93664044020703,4.08964337476322,7.17758609223087,10.1901932662257,4.98429002857221,6.10003825573946,3.27847850832792,6.23462593271089,5.31262462487752,4.30982016952172,5.02984373508315,5.69644271679739,4.32243072693208,4.78987355739713,6.43843833184673,5.30239957718739,5.4678045561113,4.66345029665507,7.00381322665117,6.58436335566502,7.10584477717939,5.14174250019334,8.02827405089838,6.10295766429025,2.05488397008673,5.26768455592048,5.93175678476912,7.04268715003139,7.54872161771822,5.46421674072692,5.76121980702723,4.380252107083,6.34182540844658,10.3155652948665,4.60442714886517,7.77129570158426,6.50165777919218,3.03793034288259,6.16227753473026,5.58935630585731,7.00149564744946,6.65229274135015,4.83012634625233,9.13556411212484,5.17082797600466,7.66403125637872,10.4332620048583,4.25350780692929,3.17603551776491,8.10491669035364,6.5139035595801,6.63407573408636,7.57640864690851,5.28278929609743,5.60879955209457,5.5287337626237,3.75504899159857,2.48422343835707,5.77919202132714,5.27237504316116,8.14694247650124,7.5254237459793,5.37519902720286,6.61565926779588,6.90484078995629,6.28581300392321,5.32837304998856,7.48888791237402,6.45580397520896,5.61635316666511,6.16660417933003,4.71127387588258,10.3045596171378,6.03090132697548,7.50900577086663,5.62121018747774,4.82779358163921,4.12211078463798,3.87990474224056,5.21720772750777,6.65691302705795,6.88589636704865,9.41808832629269,7.32657772525063,3.04422048203406,7.13726370362361,3.39261763743645,8.09794904305822,6.57407158572618,7.3755676582356,4.30115871959771,4.35669697760957,10.0101765317562,5.69811335232242,8.52459014429905,5.16681034085874,3.43299077236311,4.83796967530249,10.8904581761845,7.1951903669601,7.86625415660925,5.3777763480706,2.02929745736749,5.03731037620509,8.35417921382067,6.51872208785897,3.18164521353194,9.71049940734936,5.15264843093588,5.46629202564963,5.2036266064013,3.95605685951214,3.6974265532156,11.1536899868731,7.88847616653999,6.20650246958638,8.11775980803435,1.77934400167257,6.76620931786199,4.67104777098005,2.86652469741436,6.29235891036048,"Block3","nonresponder"
"SC01033A",6.66326821287467,7.19540297359418,7.70604576031603,6.32915234437681,4.5563515175634,7.61951937028396,9.86445417829683,5.64316042362511,6.62848568015114,5.18521085200886,5.37175165490902,5.18104024627711,4.37674542897024,4.60471502465133,5.97846789786798,4.92163623753251,5.73883797015035,5.74458086508093,6.47894314625597,3.43141115834404,4.13642990241462,8.26341463740537,6.8931889895387,7.8958145304509,4.61287079336588,7.47816427855604,6.81702938789246,3.13084777540549,7.1414003039672,5.54980901130677,6.02523447762116,6.60130130166485,5.28659960172163,6.77451960335644,3.75781237228667,5.1681189605999,10.6180067705057,3.98994574780033,7.58787507993988,5.35581519695381,4.15010679309848,6.64390742561621,5.27937971364102,6.26065485313405,8.37300348570258,4.26162844756027,9.16227257099849,6.45213707563477,6.6166696685522,11.0968434234763,4.12941579507104,5.04392888101313,7.5656423052942,6.59659883274987,6.35794975538002,6.65029329619809,4.34197183917117,7.51259049957493,5.25224718854343,2.70270799246025,4.34274705251051,6.01480617341906,6.06263531788583,7.09921393332873,5.20417772378448,6.4160680794537,7.55625382466235,6.47206531857203,4.93121626220451,5.66019699082158,7.99419206702834,5.92827287489985,5.18755252049705,5.53972187182636,4.87958622494947,10.5422469332432,4.25620854266494,7.31461752123656,9.53293841238485,5.33672080386721,4.37278736786527,6.86896584234896,6.28563338925145,5.12759251357923,7.84974304984498,10.7053206691408,7.38968537671305,3.86427647992919,6.10808869136544,3.74737862270898,8.85196601983143,3.18246984601922,5.23180300386656,4.17592476257552,5.58812025467805,13.3303560480138,2.35232771076454,7.50513127297443,5.61214057474281,2.59390289984818,5.33388744933971,9.09670962147399,6.79966398885766,7.01923785915952,5.47145707379371,5.85872744433749,4.37110595377344,8.73286488277144,3.28472981301225,6.327275203343,9.40491280671032,4.70958186526417,9.86227004850101,6.6482893969388,4.28370717356592,7.81392322498785,10.8451625280223,6.71512787642521,6.52981066467422,7.58808891403882,8.81553103648791,6.48022485863917,11.5990578479073,7.03977097340024,3.01495591220115,"Block1","nonresponder"
"SC01034A",7.24546632124984,7.14628459375491,7.79530733711679,6.88142887467302,4.91311557871719,7.91614035949473,11.2921684719952,6.24462964803381,6.72828257694367,7.0677870184714,6.1672672310976,4.29221767337873,4.59348313972016,5.83431196503771,4.56117594061766,5.05858282105608,7.22066748546358,6.42616697669648,6.70386824822721,5.30350678900167,4.66241006695078,8.50229003708569,6.61446947740489,7.73418902981387,5.22532669589005,8.36581549539044,6.77102769133193,4.67584366009512,6.62447667259449,7.9628838181167,7.25650172955865,8.29789872306818,6.29715497322754,7.93584322353793,4.76834497713901,5.58814028619902,8.88892395331353,6.00264275489304,6.60703317420136,6.7557282848661,5.01764162791159,6.92461865898171,5.96549065200531,6.58631196894815,8.23119314791091,5.26199462257131,9.80988617038099,6.36140404346559,8.5085140209898,10.1627146302493,5.67683833628726,4.11199925046528,8.59404919349095,5.84466550447928,6.24956944800293,8.42505114808496,6.03734114728381,7.23749251598606,5.982446339541,4.72269488663131,4.02061401429461,8.13444139000904,5.49412915911836,7.2175112209038,9.96132964267063,8.13042415942457,6.94215987691634,8.12504080417047,7.27877686516485,6.96204082796726,6.5047409782435,6.24779704281544,5.01362445663983,5.92540607400123,6.03538577918253,9.3067288270895,4.62366476307123,7.98652769159445,7.52580971831644,5.75895202888565,4.81196270902542,4.9775023722666,6.49136623324708,5.08549251739966,6.87961993409798,10.6151009759178,8.2474644838934,4.54167174214588,6.46334750267331,5.36918595608955,7.28381549816495,6.01263108407576,7.90854296614947,4.54328511914406,5.28484980497056,12.3731303626169,3.53108101606182,10.0556705552812,4.45326048580314,3.88916138882199,5.50587907883137,7.51602110076415,7.24007221069872,5.60685063817202,4.44306173297315,2.47736676260971,7.61273370516666,8.36035199883686,4.40664921483821,8.29612461401582,5.11306688962172,5.89818099741646,4.97358540473205,5.77414489208387,5.41803938842838,3.50058501134133,9.65964759188079,7.55953916645718,8.34038372616338,7.6900909301809,2.23440784406912,6.18713476761665,7.90734351060498,9.17557497177811,3.52222405044404,"Block3","nonresponder"
"SC01035A",5.92344354379749,6.71896483062984,7.22557664151105,6.86928830735216,3.66000206431098,7.20621890221255,10.943923703951,5.98213589198926,6.06329929445216,4.1788507279138,5.92859837445958,4.48839149561296,3.88282980344056,5.58348560866778,4.83986308635121,4.04219890948236,5.14395616345901,6.17910752520075,5.58227526290782,4.4172279806241,4.08313684976076,6.80429955408415,5.10202861387808,7.22529626649154,4.40011745906012,8.25254148698586,6.57377178100258,2.4492928387912,4.91406748680751,6.39477298564587,6.04660533317131,7.21012420773894,4.82219126713672,6.25840228639146,4.06679167428775,5.0642511919516,10.2893637820424,4.15910973622295,6.2107872157591,5.43442860885756,5.04992307016429,5.18295322365662,5.60605258559486,5.82623633771056,7.6084634167942,4.30124624140782,6.10104231328195,4.92022866316175,7.25652421750043,9.470366236086,4.29615269965116,3.71976884651326,6.69129383827551,6.45550879451392,5.94990124735356,7.18129823159065,4.32324775540419,5.5671836200776,5.67394034304422,4.11212268662125,2.64428294812471,5.859829112325,5.42691659565239,7.33719771383577,8.75283270935692,5.55684559244441,7.46135090957397,6.36179826353735,5.07005878346229,4.22230585725122,5.27967811377817,6.11060970383503,3.79698629934663,4.71201734723438,4.13423755284803,9.73601830866474,4.66200851339745,6.17362968432573,6.04931418587981,2.82448050968657,3.83709016188548,5.76924619708814,5.69185165956009,6.35896206532258,7.71237099900678,11.7285771158129,6.33560621041262,1.99781660125362,6.20934068779738,3.77996314093181,6.35923129366792,4.53607853882814,6.32091471943283,3.37409207543884,4.29859814687539,10.7800939699736,3.1554621090341,7.33425645356687,4.18887634256991,4.76808910142473,4.63645977144302,5.11998834610533,5.63908825352937,5.57950240415279,4.07682135650684,2.305723894646,4.82049936378262,7.29458113220363,4.61922939773146,2.971590458843,8.72826674752887,4.92787053652876,5.78916825165287,4.99438594886068,5.52158167560775,7.65335256888981,9.69867012957255,9.50270087636561,6.46647959896487,10.381312148811,1.84539841439018,8.77735880373196,5.50903439993655,3.39657791982572,4.97980100912321,"Block4","nonresponder"
"SC01037A",5.62412349401797,7.05009690692957,7.17516898089753,6.9806226167769,4.02418154383601,7.2845533834858,10.433914071655,5.22884322229111,6.30566960704808,4.89676898410443,5.56977503952898,4.14376893938417,3.3199662601962,4.39258567633448,5.15642223614909,4.91924175761562,4.96356571454063,5.71596077968627,5.87966674226827,4.29718510443185,4.77354286728892,7.6585027531595,5.48006697956698,6.96080942672492,5.16353903566079,6.3857560397651,7.20770049966523,3.64227756328238,5.79237258279855,6.75069255466389,6.19030557147735,6.07647488754592,4.73915364717359,7.01094602382791,3.29220896752259,5.56488925741381,10.0706775298974,5.32190508420909,6.45561104802568,5.48640296230296,4.37372663535247,5.92437226185204,5.25512987929156,5.92409623379991,8.6428288873452,4.8924697866088,6.76453854197126,4.23440591190279,6.36842049366991,10.7610499764268,4.34973773871281,4.25196204745961,6.04513096136783,5.53525269145714,5.77582914148759,6.62721218437537,4.16699099525264,6.56333087932632,5.27375636767372,4.79998663298967,3.31932635583042,6.04361262069881,6.5046028809591,6.43162902095174,5.91076933769043,7.48816811689478,7.03835247252817,6.60841215238695,4.73728867727927,5.78447805843202,6.39277579291552,8.02857208828204,4.73655310875962,5.313576595522,4.88008317687856,9.83705005848142,3.70534196616235,7.14389142982291,6.23158295611135,3.07642387331742,3.73555613948349,6.85701600118256,5.63374924306377,6.20298343611694,7.3383120151517,11.1680467869989,6.50137981249538,3.71508632202227,8.46161362020974,3.34531981839245,7.2852842350546,4.53972873881921,3.90251627103903,2.56787111502018,5.0083768380466,10.9262759855335,4.38933767205999,8.12029593658197,8.96824489350703,3.30848968868746,5.18713585415175,10.7919192788674,5.70109040403965,6.5912419015021,4.32907172121008,5.58190373403662,5.37622292255479,7.59328330302487,4.65809621760797,5.43376501670302,7.18403977716211,5.31123519078173,8.23126661678313,5.4343806982625,5.82709226713728,7.14833859093087,11.1291663270913,6.7717407562458,7.16871206105339,10.5543946561528,7.32595429915049,8.78345442106745,10.2404024741175,8.17961416689428,4.88882772428479,"Block4","nonresponder"
"SC01039A",6.0884071402613,8.03640545466864,8.44815101830746,7.25165406113093,4.12307701373103,7.30953573934143,11.7272932671102,5.55174420935278,6.92903642752666,5.20816868996929,4.84859854164172,5.14500083293039,3.99736520271935,5.99378498116479,5.49200304461222,5.86295183880912,5.11694090334258,5.63494150491146,6.06244883833421,5.95239102794696,3.57400145678336,8.09556527476426,5.16226867396278,8.5204602577486,5.39309882555511,9.49331233358578,5.62849015275727,4.85448262355173,5.0727185779336,5.72572105274022,7.83420345004525,8.27003633344945,5.67239932241171,7.05067708583222,4.97031085550125,6.50560578660147,9.37001271402319,4.64669160978531,7.96903030277942,7.0760343964331,5.3803595438102,6.36767643659687,5.14869883919811,7.18072898571493,7.81893384802447,4.6663841040088,7.15707868162252,5.57741221956197,8.63381768544489,10.8738279888819,5.89853720119442,4.94418526966896,6.27310764311867,6.03842683144187,7.07383953733181,7.92804780385833,6.78322213117284,5.57593146719047,4.95710290830741,4.01238714987388,3.00171582600779,4.70816262160031,6.04257232559939,8.51081616689567,10.0176881347059,5.56845980803899,6.65242906422388,7.44965888813599,5.38657881534373,5.39175528832179,7.98819515802698,8.61333058029758,7.16585245816066,7.41343413203389,5.45855657273411,9.39378442992999,6.8864994999718,7.67743016092882,6.63639547818766,5.57606933975611,4.75623280295665,4.27236895356168,6.71631400002184,5.78539012601347,6.80740760726764,8.72814092617905,7.81949297272713,2.58475217030365,9.48084788335619,5.22985692165476,8.61139988220155,5.80943339531773,8.52420063778777,5.97898247581762,5.20353828450281,11.7310889781643,4.26761235953409,7.19306860753023,11.8613409083413,4.97266858554178,5.85800788867854,10.8342901942485,7.01513110361149,4.65751355343443,3.80581821152801,7.09739254386908,6.86524332523705,8.72161085387892,5.23237175919532,5.82909897293294,9.22089434804467,4.91211490430685,6.78611488594706,5.69331899412769,5.89411209180089,7.32229388743134,8.41137415732018,8.4981288830062,6.69507840484323,9.90427398827015,2.38404015634796,8.23375163365558,4.78293962720441,8.57211799998628,3.63535265907234,"Block4","nonresponder"
"SC01192A",6.16534044024656,7.89516891016394,8.22798875916162,6.25190141775003,5.42740280148697,7.5989228204046,10.5003457811497,6.45873632348239,6.96200395538783,6.17669894830516,5.93444833321925,5.39317424505217,5.38505531195333,5.57009683967609,5.16937225696052,5.39862835432902,6.32292984724156,6.49606138391098,6.17273433023116,5.31198793595749,4.79773238407995,7.90179594556997,6.76719325044971,8.1824214801965,5.74060484091632,7.74719266095495,6.67490726865619,3.39526245818433,4.6586031044206,6.33168088080351,7.61661813976696,8.85942942883044,5.58413024126021,7.17701670413052,5.59445825471642,4.56780999963299,10.0793224944317,3.81466077006274,7.74854799481045,6.66362623454062,5.40149674755286,6.44005997714312,5.75974862961997,6.83604431405394,6.61589722006317,5.01497277720196,9.8228744779119,7.05470600588495,8.8652369385107,10.6434416499051,5.27803800350271,3.88243892263558,7.42889282750761,5.30738089456537,6.17185375002103,7.0770012542733,6.86065313351662,6.77779309469455,5.46995909185044,4.10134409836777,4.78771891246463,4.96185290360634,5.31836671423747,7.76042927609328,6.57592063482942,7.32226167973339,7.41268432225099,6.53326189059428,5.85000211067987,5.84050109364911,7.67005512644047,2.913614578937,8.3824791783359,4.96792649183696,5.51991238339756,10.2425286448287,5.02523091445306,7.74030931331123,7.31413060108605,6.28388419780958,4.70791556012665,3.89365634175747,5.29528355775141,5.98061061358389,7.61929363867463,8.77383481439364,7.10684428533806,4.9511382336879,5.19462753501593,4.68822515857582,8.78308023536565,5.92043721881604,8.71371418441888,3.66786595600893,5.0072624244732,12.3271160796678,2.04381416483022,7.64492276548114,4.79170227156893,2.45605381237509,6.89603026244177,5.90815219025433,6.58653759939541,6.54238488668679,5.18726973813768,2.5691690479512,8.02508808694574,8.25200962822362,8.66655716060732,5.58170118002764,8.72372896233506,4.82474909943272,5.14114780494956,5.14349835164009,5.88329395872477,3.45032358614429,10.331814378788,6.66283873460087,6.49107181656565,7.81449882534755,2.88145036333931,6.38198365460866,5.57620826385266,2.78681079567538,5.01500305096975,"Block3","nonresponder"
"SC01196A",6.02494316314075,7.35739972810654,7.77090479471274,5.75771220774809,4.04699090801009,6.48725611810395,9.98244033419537,4.85639064872284,6.03782611448044,3.50413641563767,5.84772047381799,4.61684154988062,3.20950643984937,5.74922163757965,5.2893822885543,3.81191835882958,4.56173887592369,6.02268919047681,4.84154479791438,4.88116695092783,3.83128409328307,6.37454578685525,5.38040458909181,7.06851422902952,3.92572516469957,7.46122032248656,6.3156712815112,2.80855316020397,4.06398913795635,5.1291274063114,5.89016839837836,7.2981731319096,5.26576631641593,7.02667277675242,3.8066478329154,4.60093947466688,9.17508165923106,3.7544767725659,7.31680313240321,6.17420053424495,2.78526063788648,5.29631679059572,4.97119087963035,5.57939272061116,7.00499837108225,4.3858566799075,7.20433489088122,4.74176457277922,7.57639344148514,11.1140893012834,5.36601722805329,2.84025351726911,3.38654190968487,5.92072354576384,6.61531442982678,6.90037516815461,5.60331681319586,6.53424571217547,5.16756616992815,3.33944165369779,3.91219831504614,4.59707935270942,4.73533406689411,7.79662633971198,8.09881228994215,5.76711530520071,5.65949559705379,6.04174190207254,5.4792888059315,6.28508981225861,7.49097241581631,3.56291596577679,5.18927810622624,4.9851441817244,3.83859186906105,8.35887065033673,5.85858637400833,6.33535178812816,6.96359895382375,3.92785165833309,4.37868007631802,6.15015896291141,6.20083153357759,5.40313712919704,5.6935216484718,10.169966532708,6.81603845886035,3.62546634465808,4.17855528824237,4.71390254999273,8.39032044708643,2.96275548591545,7.32487253901953,2.43517667802993,4.81685991194942,11.5441502011587,2.94514170685757,8.77192759046461,4.95155741212012,3.26705696620545,6.72194416418409,4.08328302583112,6.64562148084202,4.62233915239704,3.05898483450172,1.94398684206343,5.21638217712736,8.39316118428347,7.64367183517557,7.16336738980743,6.73470658124793,5.64162086296013,7.94154687462905,4.27219837279301,3.47995685404013,4.21492514931905,5.77941716404531,6.84070960395881,5.67585108259371,7.41017212237462,6.59568024296109,5.89531812036442,10.9689055948104,3.15969090199863,4.26694847656283,"Block4","nonresponder"
"SC01198A",6.1174996539658,7.37957891547642,7.73488925568888,7.16991601698288,4.69467141469982,7.18561096137278,10.8885380288355,6.04403064866888,7.18925682801141,6.73934421453589,5.58257000191763,4.56968006667864,3.87888180107671,5.49209059431788,6.29042856750722,5.11916889474304,6.75622673793669,5.97171143205563,6.30053250420493,5.37254305778581,4.47431266068938,8.02252121004999,6.42551366736449,8.05832063910069,5.80772550704855,8.69728885816331,7.36070062049034,3.14916822541499,5.48807766621538,7.26440294566932,7.18838466111176,8.76911281281221,5.7041499170045,5.92788671822243,4.08894362889702,4.6028494301684,8.90110043268531,4.16277326278337,6.91582492599106,7.66430954080858,4.20215525648989,6.7131601185632,6.06246881496682,6.91823375909408,7.31337964031249,4.93582017310095,6.5301391481364,5.81747573079353,8.71463082440489,10.1906899256626,5.09564374892482,4.51657758049549,7.55073441643232,6.38840669275996,6.30678512006073,8.31913523785103,5.21438692564128,5.91671190221954,5.76989364728977,4.90088299814557,3.66749541624687,6.29296437155867,6.33201103472725,7.08083653098401,9.893443343406,7.33192139465818,7.6975374621324,7.68040660984864,6.80076845735089,6.6880749256117,6.14860021671242,6.61657713106616,4.26131649016169,5.35339483651611,5.99100392426043,8.70577117348784,6.38025697903744,7.59545891449863,6.83845053068049,3.42237814412667,4.08207265661589,4.14479075544769,6.87156274429594,6.49375976516162,7.97987858212431,10.0753805512596,7.37915507456595,4.50004618739966,6.85247447969384,4.43076911277992,6.93109402258958,5.20055341920633,8.04040812793999,4.66861176230631,5.68013123223167,11.6363890381931,6.43812507302993,8.91538643620466,4.6412769046346,3.19333395293138,5.23821176279318,5.7106643951297,7.16039891620109,5.96037162358301,3.54390954357318,5.98740935224993,5.69043529054932,8.38773864206428,6.16899649868914,5.3245680808339,8.72011803780098,5.02609970644229,5.23588039030542,5.27015538747537,7.46136762345821,5.9821342842349,9.4471640029839,8.06544398981436,8.10227796818804,10.7100338573232,2.90644222457011,9.29394033451801,5.83395138159732,5.26679194194686,4.04016317018058,"Block4","nonresponder"
