"","ADXEC.20619.C1_at","ADXECEMUTR.3882_at","ADXEC.7440.C1_s_at","ADXEC.4761.C1_at","ADXEC.3959.C2_s_at","ADXECRS.35702_at","ADXEC.9374.C1_at","ADXEC.19910.C1_at","ADXEC.7373.C1_at","ADXEC.111.CB26_s_at","ADXEC.33090.C1_x_at","ADXEC.10411.C1-a_s_at","ADXECADA.1318_s_at","ADXEC.14363.C1_at","ADXEC.18754.C1_s_at","ADXEC.3431.C1_at","ADXEC.111.C192_s_at","ADXEC.33090.C1_at","ADXEC.2767.C2_s_at","ADXEC.15009.C1_at","ADXECADA.8374_at","ADXEC.2767.C1_s_at","ADXEC.7460.C1_at","ADXEC.7186.C1_at","ADXEC.5981.C1_at","ADXEC.6231.C1_s_at","ADXEC.58.C1_at","ADXEC.2130.C1-a_s_at","ADXEC.181.C1_s_at","ADXEC.13026.C1_at","ADXEC.4174.C1_at","ADXEC.2368.C1_at","ADXEC.1294.C2_at","ADXEC.24770.C1_at","ADXECADA.7125_at","ADXEC.541.C5_x_at","ADXEC.2687.C1-a_s_at","ADXEC.13290.C1_s_at","ADXEC.8520.C1_at","ADXEC.11046.C1_at","ADXECEMUTR.4341_s_at","ADXEC.9408.C1_at","ADXEC.28601.C1_x_at","ADXEC.8486.C1_s_at","ADXEC.15603.C1_s_at","ADXECADA.8405_at","ADXEC.13953.C1_at","ADXEC.3196.C1_s_at","ADXEC.2368.C1_x_at","ADXEC.1526.C1_s_at","ADXEC.15325.C1_at","ADXEC.2631.C1_s_at","ADXEC.111.C13_s_at","ADXECNTDJ.5297_at","ADXEC.1352.C57-a_s_at","ADXEC.11107.C1-a_s_at","ADXEC.2891.C1_s_at","ADXEC.9749.C1_at","ADXEC.28601.C1_at","ADXEC.20685.C1_at","ADXEC.7462.C1_s_at","ADXECAD.8049_at","ADXEC.3238.C1_x_at","3766926_at","ADXEC.13846.C1_at","ADXEC.2717.C2_s_at","ADXEC.18780.C1_x_at","ADXEC.736.C2_at","ADXEC.23322.C1_at","ADXEC.8665.C1_at","ADXEC.2784.C1_s_at","ADXECEMUTR.6415_at","ADXEC.8216.C1_at","ADXEC.541.C2_x_at","ADXEC.26108.C1_s_at","ADXEC.5551.C1_at","ADXEC.27895.C1_at","ADXEC.2478.C2_x_at","ADXEC.30097.C1_x_at","ADXEC.26382.C1_at","ADXECNTDJ.6775_s_at","ADXEC.9344.C1_at","ADXECAD.8933_s_at","ADXEC.27599.C1_at","ADXEC.18780.C1_at","ADXECEMUTR.512_at","ADXEC.18279.C1_s_at","ADXEC.6857.C1_at","ADXECEMUTR.5280_s_at","ADXEC.26392.C1_at","ADXEC.2784.C1_at","ADXEC.11792.C2_s_at","ADXEC.3343.CB1_s_at","ADXECRS.36302_s_at","ADXEC.2121.C1_at","ADXECAD.28433_s_at","ADXECRS.6692_at","ADXECNTDJ.88_s_at","ADXECEMUTR.1413_s_at","2565148_at","ADXEC.22798.C1_at","ADXECAD.17552_s_at","ADXECADA.14824_s_at","ADXECAD.28226_s_at","ADXEC.32873.C1_x_at","ADXECADA.9593_at","ADXECAD.15315_at","ADXECRS.3787_s_at","ADXEC.16721.C1_at","ADXEC.5773.C2_s_at","ADXEC.16672.C1_at","ADXEC.21076.C1_at","ADXECRS.32665_s_at","ADXEC.16491.C1_at","ADXPCEC.8058.C1_at","ADXEC.7267.C1_s_at","ADXEC.18615.C1_at","ADXEC.1504.C4_x_at","ADXECAD.23630_s_at","ADXEC.11284.C2_at","ADXEC.3079.C2_s_at","ADXEC.11284.C2_x_at","ADXEC.3079.CB1_s_at","ADXEC.6920.C1_s_at","ADXECEMUTR.1066_s_at","responsenstage","response"
"SC00587A",5.97033569781172,7.48174140060562,7.94356958479401,6.51213702493598,4.73868730187093,6.13733805006457,8.65053120859286,6.02693115399579,7.53374158057598,5.39846783380894,4.68100443164189,4.91593567639717,3.97199667636198,4.91058147329315,4.32748575258611,5.1953603653559,5.60720651814722,5.02566321636766,6.29668474583054,4.02070325167015,8.99563077107335,8.03096416733264,5.53786704092173,7.47720829805507,4.60276441739589,6.89577248191002,6.60002787968767,3.59569733551243,4.94956342871784,6.46436338345105,7.11631941759638,7.15023721701678,4.83807143894202,7.86863935777834,5.58629728722439,7.60215502755736,10.1512851243707,3.47651460810475,7.90906681864366,5.28073969937663,5.38329629614491,6.40744828272218,5.13855397415052,6.47516864456032,8.03475766775282,8.72873537690395,8.20972604884364,5.27968285895519,7.35184551225204,10.4365389749454,4.83670828408433,4.90956597446758,7.24825645643256,5.34835496580462,4.73737213647913,6.89477218507852,4.74002105666391,7.10347208399347,5.03851037692571,5.52326785351978,2.53727354190898,6.1980751384245,6.11637288362968,7.08862204884557,5.55561847574951,7.21582945158869,6.50133579102367,6.03902218556613,5.97111952403631,5.79703958533873,6.77184479651335,7.40836422779079,4.10435380666869,8.23423735273251,6.08805122425678,10.4260176162179,3.90180772715793,7.40408579619014,7.53225033654583,2.53903569135799,3.182148090298,5.18864058115499,5.12858919877167,6.00166642831821,6.74702665195445,7.07764210446137,7.91917654830811,5.06397441892957,7.78575416343769,3.88151790500098,7.80278556713937,4.11995537084733,6.67728160064162,2.8657374560623,4.5205528338083,12.359563665812,1.92661020304647,7.41274217991162,7.15521295992729,6.1538017888356,6.08507509329272,8.92696030867589,7.65021432902333,6.07638139994761,2.92136837574206,4.55392725442616,5.00048753844843,9.19743811341499,6.01108270070522,3.28627042628715,2.26152357518328,5.17277176698464,6.47492246816926,5.04832956641206,4.16581109623253,2.88189026004473,9.01274692194897,6.97222622638989,5.22090206907979,8.06389922827607,7.22457372904249,6.68953588475416,11.2129201352011,6.42434064875135,2.57499021746038,"Block4","responder"
"SC00588A",6.51047156449712,7.52187392373214,7.77930296121611,6.98833136683146,3.5464948384696,7.01936903261886,10.7438531772146,6.08709241865683,6.71671035929695,4.48625653578518,4.80122391987523,4.83253307575581,3.20854177156799,5.39449956090101,5.25114191807955,5.32151931268585,4.85560230406103,5.65450188213404,5.95870640516142,5.61337695967247,4.11706239164596,7.57881087403145,6.31374886872554,7.05235820809613,5.46512451175833,7.28665894590894,5.89639613914658,1.95571456088215,4.86252092287208,6.38932295712935,6.73960879294424,8.084739991376,5.66027051507269,6.46806933308373,3.88983774315565,5.21827672476165,8.88882877718224,2.96302738358975,6.28317832771807,6.71480095918712,4.46321029367456,5.42565266257909,6.27917458560217,5.97653695054722,7.12005553929026,4.54014065920824,9.07682378124878,7.10099317894447,8.22038372868155,9.8098018061434,5.04558148966269,3.82616319093363,6.07879502615249,6.60307700015504,6.19338434862682,7.5491993081138,3.95239928474701,7.17928492381366,6.40107574895874,4.2021953841679,5.54618804278387,4.22664261828617,4.40642777430942,6.28764752873199,7.69932496179477,5.39551267194659,6.89957498602755,6.41267371226396,5.1618920793563,5.74363286621483,7.32344242745907,7.95044865310316,6.2421912378467,6.05171311653167,5.34510664977516,9.34062396551841,4.09831547064811,6.33270079394551,6.37262078376209,5.37538940433641,4.99844129109637,4.61720301780054,4.36591945309052,6.10630773637564,7.47914125953695,5.96556788066775,7.5436175350558,3.21113703526872,8.44435930182128,3.92696206335123,7.68308222599363,6.33255163400624,4.99936365419241,4.07765146542264,5.16479709883325,10.9792235168041,2.69251790045661,8.62871532720365,7.89067067596908,2.88136994097144,7.3567532912407,10.2542495514366,6.89531889177623,6.51205646876141,4.52004383275793,5.6567931346918,8.59647674071009,7.99603450106842,4.89856297207434,8.24212972843312,8.68300159844076,5.46746135375331,5.71010499381278,4.17673753778655,8.31142222241737,2.17659912937459,10.7439954655185,9.81738920247802,6.39752281271248,9.01683812603204,2.11384480313753,7.59007454510713,6.12051136071205,4.85369964508304,5.64016711440244,"Block4","nonresponder"
"SC00589A",6.23328729807331,7.03583552516364,7.25271619259615,6.51402238323661,3.48156662005002,6.43360196732359,10.2175275723609,5.02115394509392,7.19821560500262,4.59607760437027,5.18833133629112,4.01465020882813,3.43950057467401,4.68807462677633,4.86481708780443,4.61861687615579,5.69764852498823,5.67988419562177,5.6696886727242,4.17409674091196,6.67630342424633,7.41565993971634,5.64628372926583,7.351774594165,4.75651202042006,6.84702621426137,6.5852412934358,2.56838074544166,5.63202321974158,6.37584647309027,6.84325312632866,7.61173487259584,5.36647056654384,5.96245029996023,3.56613491574211,6.4690591264987,10.3004809698546,3.28194061776971,7.11694214243761,6.13857888169703,3.75576897637723,5.9643808237316,5.31510455715506,5.9888601043437,7.0576410703786,6.82272679573107,6.76945055824003,5.00417521171806,7.76315517309635,10.2415616048162,4.77664003514128,3.90043075267493,7.30537431143402,5.60233276768382,6.50502346231595,7.00555240227871,5.1051136818843,6.20403364950219,5.26556068681646,5.34148115344624,2.92283712970031,5.70234419770107,5.19852733105711,6.98550539249644,8.86999582513253,6.50727342995497,6.74928729632966,5.99541855847002,5.89638541685065,5.42766931055115,7.44485835693686,7.40238949508937,5.55755779014243,6.98739012142467,5.49086852050637,10.2224277120267,5.69918625126193,7.22481084073948,6.78263861079955,3.39086641820674,4.04756550736557,5.96828449707727,5.34492760964396,6.37791852882329,7.13787325007877,11.331896510915,7.41224364363392,2.94123801774646,8.0443021272172,5.08500374997017,7.79936594167866,4.85428205832787,7.30542508802564,2.95191249002942,4.56730984076691,11.8084941160201,2.60840654701132,7.32331561046697,5.50470539495793,4.29239036362009,6.07413010486378,9.43046733878871,6.73688091893371,5.59323256306759,2.68219216294608,2.70563210035434,5.34423004250036,8.46738991182413,7.19551445339694,4.81748437102058,7.56278758387055,4.95997106692937,7.54110096863168,6.15075898995167,6.10031422067267,8.29024183203276,9.10305157226921,8.81938484117265,5.99776987331371,10.5642728834433,4.65814717446709,9.00731675854537,8.53998067684075,4.4785684978672,3.71667135573875,"Block1","responder"
"SC00590A",5.7889672515148,6.00257301314317,6.19691253900783,6.38850239358114,3.48536576840116,7.22866284866994,9.49264710937943,6.05185291122172,5.98649298315333,4.78735315230869,3.34642744946334,4.90556270788849,3.80142577864571,4.8833530509766,5.81096448129636,3.82433217524779,4.91481293099441,3.30382269282711,6.2261507807517,5.14478298284622,4.86813121986372,7.74464019691129,6.54882621934186,6.75588408485482,3.64330895581952,7.34427938032994,5.62469736143052,4.51563888807193,5.33476324837951,6.63512426210223,5.60617383133506,6.89379462958894,4.49464986054776,4.76401971908833,2.56146995272859,6.75140799043021,9.67620527060137,2.34654109862156,5.57447872618265,5.40752036860738,4.41106034061328,5.81993792166567,5.10296440511108,6.10417516066118,5.65592325481476,4.66235513417176,6.9569179024092,6.06207604815243,6.85803678580952,10.2427975709342,4.66815482867661,4.13283565032075,7.83033379624017,8.07424156856195,6.34333138615333,6.87296301301203,4.17136572208787,5.47681634126143,4.9028120648268,5.70498692359817,3.16299349178499,4.67722583588209,4.96888114024223,6.8650644347898,6.07396944094695,6.75338663982089,5.95000368508296,5.93894442072723,5.28473485121751,4.59270504790441,6.20778499936532,6.49767735444948,3.74481675249162,6.50633056958794,4.72552462441225,9.81646564176397,4.53837675649006,7.48263207058561,5.90319872572611,2.78408879830481,4.46704458332675,3.59803386134654,3.39853699181477,6.75545699125983,6.41476097753664,9.04153557405735,6.16869311746171,2.82955933006135,7.12426071903041,3.05576802425152,7.35020256641582,4.89227010725763,5.11905457578662,2.81586785183178,4.4357845158171,10.1879640748407,7.05791257934636,7.96437059572882,7.36172608955923,5.73919575738897,4.46829337336589,9.06584966792981,5.62126998036037,7.36003934614926,3.73540685515443,1.53308384417284,6.3127592201301,7.36727581037273,3.49517474072294,6.53061851106045,8.6441598699402,9.44833392557266,4.69493375975066,6.78402078924919,6.2852128440227,6.64445275433268,11.1438581530896,6.38489206975286,7.99381370874459,7.62185211804218,3.29207319882283,6.11909248291677,8.57012647074109,3.3317862725357,7.92975839584612,"Block3","responder"
"SC00591A",6.72537574531124,6.987041524462,7.292764459154,6.1698065012465,4.72350978818737,7.38115226974954,8.31321122741959,6.01120430140997,6.46611801599507,3.85690983822033,4.82680890280755,5.03160703831534,4.11520248056324,5.8736537218403,5.28966912152386,5.27938620966854,4.50821489907903,5.20999607456873,5.61399466450227,4.21297297693491,5.56339317429182,7.22616022958708,6.25645220217851,8.47641307609996,5.2103341276885,7.0695227650551,5.62242297899089,3.09106284252368,5.11117252815303,5.9213956379405,7.24296857030485,7.98686588540615,3.8713698806093,7.73618075611465,5.39421916897778,6.11155592007016,9.97678856548212,2.9904326559508,7.41576064825493,5.17781204072984,5.29560957387348,6.61119192817081,5.1596886959827,6.41143231104446,7.42889392800168,5.13249145267152,8.61877820664594,5.56741638314312,8.0269997817594,10.0763433012895,5.3698462204657,3.79980219159555,7.86228233885872,6.24487590866766,5.47830278779946,6.90193574959501,5.7433041354795,4.29528437458524,5.62090937618503,3.94276122686683,4.67140164700344,4.34342084358451,6.43274526208351,8.13490365439372,4.1366878923223,5.87341594939007,6.56307306609666,5.3365150831961,5.27086396698234,4.89120702010177,7.22037204559106,8.20382609700345,6.86085993871055,7.12631798837971,5.06362089914322,9.91458879293084,3.82841995976097,6.72679593226381,6.91760829237724,5.19054731654828,3.60709285193912,2.38336806484383,6.17591680036974,5.03615494051832,6.93748127704082,5.66612594180179,7.04428394064295,3.16190694158017,8.94929927666391,4.46634235669257,7.8749591335392,5.5785249669063,8.16074359835427,4.62246607150531,4.29927399077685,11.6315305959786,2.00017889606424,6.74457162143172,7.68648629208502,5.99073362044572,6.73418751235006,8.21301834363899,7.22471301473789,7.53506370234128,5.16353799766067,3.9088689414102,5.38555218081016,8.02468029942756,4.64229551069156,3.14581721647739,7.88830411915744,5.01947042274865,8.42983232145774,4.70070719623979,6.37897407534537,1.98213523646199,11.3097677071294,8.16966412504777,7.44698162342022,9.04354486309575,9.20973571018013,7.79508563849353,11.6304346554341,8.06592534561374,3.45020450126011,"Block1","responder"
"SC00594A",5.87350933758576,6.6135208178848,4.99107141746891,6.46094250278723,4.45165320270081,7.3199663113499,10.9173146175271,5.31205926737414,6.36805437528234,4.07193063869991,5.44807245623318,3.79628866380065,2.66981553939848,5.41301604867082,6.38531536194699,4.33963802262935,5.08388232681694,6.35767677007823,5.46399138005482,4.29670136321538,4.01712963851733,6.91975405362025,5.61259279878678,7.61215323961425,4.57510878940117,7.03694041248409,5.13356863797172,3.34314169342425,5.17960471306976,6.11996163830629,6.58015130897408,6.81039108567171,5.31407207829854,7.30171228153337,4.29753309104665,5.04035889123297,8.83460493065024,2.51858635167135,6.43149576610645,5.22394086812583,2.38822654964692,5.07244535147891,6.10431019714973,6.58016147474812,6.47236081553143,5.29390356423325,7.37907456764824,6.15704921121805,6.94538389727723,7.72488948892883,4.35278362667366,2.93867759109447,5.88871025608247,6.37451180273857,6.07377286692927,7.14448689629403,4.78507554630173,5.98456746746461,6.11213023961855,4.95726380671731,2.3096892695235,3.88719604075192,5.15891703456281,5.61920933571343,7.37076791647281,4.68763891766118,6.58510717018323,4.98188387403028,3.13185131698125,4.71251354015709,7.51179083693474,7.13876305509367,4.60724535482001,6.32482173818666,5.18305193943226,9.07065362932306,4.91057001865436,6.07060775763408,5.07455743258088,2.73240156921725,3.49685856859553,3.25229863129135,5.58384057456227,5.95224996904708,6.53460046770804,11.4332098729298,6.31814792994478,1.41620495123111,7.5978025168625,5.44065087075254,7.44101460886124,3.56467344126335,5.02334200098448,2.35422938153497,5.00670590082982,8.54802334764854,4.89170202540875,7.61707628014716,9.92369045139192,3.97220694337899,5.10501796858905,9.83447403926899,7.25196610833029,6.29024075893721,4.1067942763537,1.99924867953788,5.38418294806036,7.87113674060383,4.84026497842875,4.32601058460731,7.37327299471718,5.89737837581362,5.78324449398617,5.06772085770496,6.35277461730001,4.60293396445467,11.0157311481056,8.92129977696091,7.32487371857034,10.0268725844991,3.20079167767421,8.50113860490383,6.72308676621889,6.15040335929653,5.51187219573099,"Block3","responder"
"SC00595A",6.23983524563502,7.12219353678088,7.22857161876271,6.24040774581024,4.05382531112289,6.86889130860145,10.1472796265831,5.98920649038017,6.9626634303547,5.04904152182176,5.78783159604958,4.60650456782086,3.83930180834727,4.58553900741614,7.07127830718058,5.08932149509616,5.28978611110613,6.04735568440834,6.01221507559733,5.03330605338504,5.81129768886431,7.77646545629995,6.13633626345824,7.41945205701909,4.7184296430723,8.04779454122495,6.08499083022546,3.21808671762845,5.50641662902501,6.21993796644079,6.97021010536441,7.75691581266691,5.10570332610086,5.70619485723874,3.86074617216416,5.22009231710556,10.2508821229687,4.71120294289103,7.59815738981948,6.35059752506202,5.45679117175342,6.49544070850297,4.94482316253757,6.90216219180079,7.29249350379073,5.71304933563332,6.12346485849047,5.71854199598438,7.92252195763885,11.1060709983088,4.66233125550979,4.86332687483694,7.8515176599022,7.10814424282005,6.65042764114437,7.03745179489003,5.38073790256588,5.9273184708111,4.66740437685286,3.87275576240194,4.54535797274639,5.35472632383623,5.79829155593285,8.2993408042244,8.15164062904381,6.7150225070047,7.03923781219364,7.02533740518777,5.89559222709662,6.45452371322351,7.89832455765517,5.62570719112197,5.03469311667267,5.71278684449016,4.99365383900443,9.64149397535947,6.16555560653987,7.35371104612093,6.56050044583775,3.21961780338351,3.95191298542028,4.8007205707114,5.55504293610067,6.74555050267869,7.53553385971949,9.68047806119308,6.64175886965063,2.79668234816242,6.04106379179214,2.82139126969168,8.89255192514235,6.04262867958095,7.98366889055182,4.5540235536927,4.13228185774192,11.2777759924898,2.43447528775624,7.93843012225201,4.69488075638208,4.73236985159962,5.97724794107764,6.93864802056279,6.21109895003198,6.70774861679168,3.90467650185008,5.5347435873584,5.45145092657474,8.37460571555918,7.54270053216805,5.38136206429926,7.8756747519212,4.97518854657654,4.90542865046279,8.22789978453405,5.97371551423269,2.55830458208414,10.8050725723316,9.348367389574,8.85603595106421,9.62636462001546,2.04074020391573,8.35826172991169,3.99375323215195,4.15277136251868,3.3342621987402,"Block3","nonresponder"
"SC00597A",5.88234612087728,7.20107180534507,7.41697959304166,6.48469315153015,3.73678407266898,7.10475103386109,9.16506354634997,5.29794557031431,6.50795069623904,5.49397526483716,4.87600942198092,4.51757600610734,3.75287157936534,5.43883364444374,4.96197622256972,4.73448091306587,5.88968110864144,4.74669179088922,5.78566973390854,5.02791714659858,4.97774135241288,7.39799134560681,5.23178711766619,7.80901028913292,5.78126746978573,7.38905415287469,6.03074761423111,2.72033403938026,5.07537851575572,6.15432810246854,6.26331409910039,7.48872387888236,5.33353364305758,5.93778467643983,3.55984469807691,5.51473526122774,10.0357194090142,3.37287801069628,6.37777147765442,6.21205997850432,4.27245275636831,5.98330489594627,5.63818255620665,6.58388499465067,7.00034578306421,5.40525355746481,6.8356594754601,5.37669992167167,7.54543631339619,9.81437357611741,5.39848868834385,3.5895496529602,7.40063654691084,6.34171548770105,7.11709598117245,7.98188890229218,4.63717499745086,5.7800882213969,5.75261627829201,4.735811949366,4.83384395209029,6.8461609902944,6.12742592105834,7.17822129764573,6.29489568289346,5.87497730391121,7.43672693174797,6.18019248543163,5.31293771946181,5.70244573975042,6.34171285735548,7.77984351005042,6.98135986434488,6.14928153427469,5.50182123190647,9.91432296144279,4.89509435406488,7.01214383090367,6.15643445551856,4.61370707706206,3.85057238310421,4.37932740873276,5.93830271117257,4.15568339416654,7.91139243939214,10.5721695038514,7.92362417394721,3.51335801250612,8.21133241395422,4.43049298958884,6.88753326654642,4.92155012889886,6.82581510291808,4.55885007768076,6.43210406346723,11.0085450278422,5.37737977307216,7.82930532704403,8.65698687878746,4.11825220371566,5.35828014990626,10.7829228178891,7.1958438219319,7.34834521790747,3.01608307206517,5.44453941930395,5.96032821407952,8.44979704567313,4.52797481370514,3.91659580351914,7.48293045829107,4.71322886869782,8.53253536957438,5.76778442815956,6.01967790403956,8.05721791981764,11.3103088415082,8.20672882810169,7.87684344602918,11.965036809294,7.57162829664638,10.5540848094944,10.5170426794178,2.83906868407391,5.75859516119084,"Block1","responder"
"SC00598A",5.79758622642785,7.22310428611985,7.56520471205787,6.02664122584316,3.57182621532368,7.25845733157948,10.998543927253,4.9429641625393,6.78874744771313,5.24714113893391,4.63349358606258,3.88339262731787,3.71099161425134,5.64330815778566,6.1595719420421,3.9052648983843,5.28948863682135,4.22627684853906,6.45692870037805,4.38775776114478,5.20259150039543,7.92782854320194,5.06220710610773,8.29824610929834,4.88409661463643,8.16435750951086,6.01053932279374,3.49770076122757,5.68420614123104,5.7820146439034,6.30263413721278,8.3134235893695,4.62453962566792,5.39186936287666,5.39187246711488,4.61270411312766,9.02795752215266,3.38407284681639,6.139703719735,6.54074689641459,2.78015758185023,6.25850593665041,4.87173194738603,6.28214750541009,5.57644617349829,5.23285653373918,5.75596543519508,5.56451300491257,8.46126982592027,10.628020398035,3.97286773191792,4.47629941917839,7.46929270486048,6.95847581881897,6.95137932885132,7.52432161429126,5.17201700639838,6.53971845446406,4.97674867411381,4.57048553081781,4.13399834800107,6.81362669090264,6.07499918647698,7.46089258300207,8.97949064495158,6.38808668738244,7.33241931443689,5.65045309512488,4.59602427036139,4.91595733700397,7.3344179919522,6.17434539778474,4.43466946002091,5.11075823345305,4.44361464410847,8.88533237212936,5.82925294230103,6.93127328093419,7.50006316629063,3.43996468107944,3.19166507022127,4.63274934151934,5.295033842175,4.7602220153695,7.57013072633503,10.1550541971056,6.61786240553505,3.85472338729391,6.01281358188366,4.83179617205661,8.46731393315867,5.88854121084791,7.37853159264877,4.74903979259409,4.53458080285393,12.5988911868397,3.56711102132578,7.14679961667602,5.16666603900392,2.84090967244366,6.66832140851453,8.57294177963185,5.91319228019892,5.37320231609549,4.4279906345019,4.5200547266565,5.92656724729323,7.73319448666121,4.63385840027291,4.75787731166605,4.77812529178391,4.84996799406774,7.04004884557792,6.45463926462194,5.7747703821397,6.58707226724629,9.26011458737247,9.37774691366186,8.8044586358174,11.0010554499261,2.16191175925398,9.2949207154377,5.45919945064982,2.85724919713682,3.13060642244633,"Block3","responder"
"SC00599A",5.65750560754685,7.12290167343825,7.62285896981863,6.55567568161539,4.54415924518997,6.5808728450528,9.60200275500981,5.43358914283758,7.16837359638235,6.4920329620083,5.54945447065404,4.86894424649459,4.02223765311895,5.44940451460006,6.27808530435975,4.47016040099214,6.48600212706808,5.98241620907204,5.31275164577802,5.34170270402192,5.68659036501848,6.97450012941925,6.85118237720536,8.41861806159551,5.52748061791319,8.03375170724679,6.35301221291288,4.20293991358744,4.8312359760296,6.13124330636489,6.22927042969974,7.86336261453756,5.73791467567747,5.40451140241704,4.48533830639243,6.12617163144529,11.0212800501659,3.57498692673614,8.62225144478487,7.01473001589001,5.0504052967797,6.51942447749141,4.21285250755886,6.82043108655781,5.91932981353717,5.82854784353927,8.63805534991135,5.28570208537695,7.82706770514671,10.6367475895657,5.04136187563533,4.55718779144367,7.52069072772919,7.97631400819118,5.9089913071299,6.36153229075836,5.26915512380722,5.28143674854176,3.41930261277929,5.20651429346577,2.69807492925617,6.31551590620394,4.28953061875457,6.89126082271355,7.86549866712352,7.86978264781471,6.53271579992273,7.12031003258422,5.70797435365031,5.10007007251169,7.55154105675781,7.07116749489816,6.20427604422017,6.29900357893251,5.4079440529336,10.9779622602771,5.52862849893847,8.02464058990858,4.06033560275833,5.06217938967218,3.86961826383038,4.29658302520392,5.64688461102154,5.00564487860765,6.85494882749568,9.59312380470023,5.56002438834157,4.44395845874983,7.44582474079439,3.49466612657164,8.30829680619017,5.18384034871026,7.59697865936161,5.67757771232727,6.68281179978209,7.47550042912933,1.84628719072349,7.61357699129732,9.43384707678333,3.21990460871199,7.00351211483941,9.92270699879167,5.5506498286561,8.32016151109891,4.73009191273588,3.62160972606561,4.45063660617641,6.96758991724673,8.69139506507246,6.1411887616135,9.00272442952536,4.98193076385038,4.60173015213084,4.45634956290149,6.28318411697608,5.23627019918747,11.7958471434962,8.58558888206122,7.71177068185637,9.1802668370084,2.00283253163352,7.88918819814479,4.13932929249892,3.09396545721711,4.24766920724502,"Block3","responder"
"SC00600A",6.14408185917328,6.59368844064889,6.56343328988615,7.21335713449189,5.06294301451655,7.8038284403818,9.85841227771833,6.29322701340371,7.12591181444367,6.16212515607861,5.92859679196441,5.73870928776432,4.30574474245645,5.43205729102812,5.58070060393149,5.23547203943533,5.34184634407503,6.05930869943082,6.76203654872387,4.97075374032054,5.21887845498325,8.68220429943683,6.45926504254115,7.97472318322027,3.95621782246258,7.66060336123897,7.37107538383087,5.00149720723846,6.57123151170298,6.70039008012868,6.99341592321924,7.72398769474626,5.53851429018028,5.1040268856846,4.35654995585933,7.23882521449326,9.67633555325323,5.49010187919459,6.67417390625994,5.97679795734196,5.58968984060657,8.03682380092514,3.82560821139709,6.95767615574423,7.197194449669,4.84217529798779,6.86031023878589,5.62366222393037,7.92885474965977,11.6154184778605,4.77778835194118,4.61200056783735,7.59891940306202,5.91919166733294,5.73766467081516,7.56112933962333,5.66873202037018,6.66295543921515,3.81889057747762,4.40575680676035,3.02715533697307,8.11363809764306,6.6353431793962,7.1714064075317,6.11464661528386,8.40029920361747,7.61044499748872,8.57609807216217,5.91111129765906,5.80182908242933,7.82136002918899,7.7205482001302,3.9533307164228,8.29362559231801,6.20013143433714,9.61456361401863,3.22666916860999,7.56631162446838,7.09067859624154,3.44272635572499,4.56347303126642,7.65449372253769,5.43612767115891,6.87030171888477,7.83142668566473,10.8800723235328,6.53929919137437,5.22799804772552,8.58624793684539,3.43486110649003,8.217023163667,5.56921765751991,6.48637864823679,4.82482623327343,2.39196052059503,11.7722801930909,2.19209415539514,8.52122483816306,8.172570933324,4.02537883520825,5.35788323032557,8.65696989907149,5.90782426516477,6.3801171810774,3.50888204036384,1.86575832168437,4.72915199281763,7.27040559212972,3.94951624424636,7.99316315536622,5.28724773509957,5.27467808918573,5.51197655358427,8.33374015857754,5.41718108516558,6.58306501396588,10.2415353501112,9.27156605153259,8.96597862791996,9.37415089820924,3.31424465619438,7.94344369195372,8.70350885379474,3.40740081047427,4.63561680946499,"Block3","responder"
